SL NO.,Date,Year,Month,Month No.,Q-P1,S-P1,Price Per Product1,Q-P2,S-P2,Price Per Product2,Q-P3,S-P3,Price Per Product3,Q-P4,S-P4,Price Per Product4,Total Units Sold,Total Revenue,Quarter,Day Name,Rev/Unit,Top Product,Revenue Category,YoY Growth Flag
3401,2019-10-10,2019,Oct,10,6507,20627.19,3.17,1283,8134.22,6.34,2320,12574.4,5.42,572,4078.36,7.13,10682,45414.17,Q4,Thursday,4.251466954,Product1,Medium,Growth Year
3402,2019-10-11,2019,Oct,10,6211,19688.87,3.17,1507,9554.38,6.34,4339,23517.38,5.42,1776,12662.88,7.13,13833,65423.51,Q4,Friday,4.729524326,Product3,Medium,Growth Year
3403,2019-10-12,2019,Oct,10,7848,24878.16,3.17,3642,23090.28,6.34,829,4493.18,5.42,1945,13867.85,7.13,14264,66329.47,Q4,Saturday,4.650131099,Product1,Medium,Growth Year
3404,2019-10-13,2019,Oct,10,4063,12879.71,3.17,1986,12591.24,6.34,5245,28427.9,5.42,1241,8848.33,7.13,12535,62747.18,Q4,Sunday,5.005758277,Product3,Medium,Growth Year
3405,2019-10-14,2019,Oct,10,7333,23245.61,3.17,1351,8565.34,6.34,2051,11116.42,5.42,890,6345.7,7.13,11625,49273.07,Q4,Monday,4.238543656,Product1,Medium,Growth Year
3406,2019-10-15,2019,Oct,10,4620,14645.4,3.17,549,3480.66,6.34,5736,31089.12,5.42,1370,9768.1,7.13,12275,58983.28,Q4,Tuesday,4.805155193,Product3,Medium,Growth Year
3407,2019-10-16,2019,Oct,10,508,1610.36,3.17,2805,17783.7,6.34,3639,19723.38,5.42,1369,9760.97,7.13,8321,48878.41,Q4,Wednesday,5.874102872,Product3,Medium,Growth Year
3408,2019-10-17,2019,Oct,10,4983,15796.11,3.17,3290,20858.6,6.34,959,5197.78,5.42,1665,11871.45,7.13,10897,53723.94,Q4,Thursday,4.930158759,Product2,Medium,Growth Year
3409,2019-10-18,2019,Oct,10,2032,6441.44,3.17,3376,21403.84,6.34,5671,30736.82,5.42,515,3671.95,7.13,11594,62254.05,Q4,Friday,5.369505779,Product3,Medium,Growth Year
3410,2019-10-19,2019,Oct,10,5900,18703,3.17,2477,15704.18,6.34,895,4850.9,5.42,910,6488.3,7.13,10182,45746.38,Q4,Saturday,4.492867806,Product1,Medium,Growth Year
3411,2019-10-20,2019,Oct,10,6176,19577.92,3.17,550,3487,6.34,2104,11403.68,5.42,989,7051.57,7.13,9819,41520.17,Q4,Sunday,4.228553824,Product1,Medium,Growth Year
3412,2019-10-21,2019,Oct,10,6689,21204.13,3.17,562,3563.08,6.34,2571,13934.82,5.42,1134,8085.42,7.13,10956,46787.45,Q4,Monday,4.270486491,Product1,Medium,Growth Year
3413,2019-10-22,2019,Oct,10,3827,12131.59,3.17,1284,8140.56,6.34,4629,25089.18,5.42,1949,13896.37,7.13,11689,59257.7,Q4,Tuesday,5.069526906,Product3,Medium,Growth Year
3414,2019-10-23,2019,Oct,10,5271,16709.07,3.17,1600,10144,6.34,1246,6753.32,5.42,1247,8891.11,7.13,9364,42497.5,Q4,Wednesday,4.538391713,Product1,Medium,Growth Year
3415,2019-10-24,2019,Oct,10,1438,4558.46,3.17,2008,12730.72,6.34,3850,20867,5.42,1296,9240.48,7.13,8592,47396.66,Q4,Thursday,5.516371043,Product3,Medium,Growth Year
3416,2019-10-25,2019,Oct,10,697,2209.49,3.17,3471,22006.14,6.34,3092,16758.64,5.42,1443,10288.59,7.13,8703,51262.86,Q4,Friday,5.890251637,Product2,Medium,Growth Year
3417,2019-10-26,2019,Oct,10,1249,3959.33,3.17,2174,13783.16,6.34,968,5246.56,5.42,1233,8791.29,7.13,5624,31780.34,Q4,Saturday,5.650842817,Product2,Low,Growth Year
3418,2019-10-27,2019,Oct,10,2472,7836.24,3.17,1498,9497.32,6.34,4490,24335.8,5.42,793,5654.09,7.13,9253,47323.45,Q4,Sunday,5.114389928,Product3,Medium,Growth Year
3419,2019-10-28,2019,Oct,10,7670,24313.9,3.17,1811,11481.74,6.34,4128,22373.76,5.42,1290,9197.7,7.13,14899,67367.1,Q4,Monday,4.521585341,Product1,Medium,Growth Year
3420,2019-10-29,2019,Oct,10,7164,22709.88,3.17,926,5870.84,6.34,3622,19631.24,5.42,1200,8556,7.13,12912,56767.96,Q4,Tuesday,4.396527261,Product1,Medium,Growth Year
3421,2019-10-30,2019,Oct,10,1195,3788.15,3.17,1124,7126.16,6.34,2487,13479.54,5.42,673,4798.49,7.13,5479,29192.34,Q4,Wednesday,5.328041613,Product3,Low,Growth Year
3422,2019-11-01,2019,Nov,11,3147,9975.99,3.17,354,2244.36,6.34,3794,20563.48,5.42,373,2659.49,7.13,7668,35443.32,Q4,Friday,4.622237872,Product3,Low,Growth Year
3423,2019-11-02,2019,Nov,11,1742,5522.14,3.17,3815,24187.1,6.34,1543,8363.06,5.42,1939,13825.07,7.13,9039,51897.37,Q4,Saturday,5.741494634,Product2,Medium,Growth Year
3424,2019-11-03,2019,Nov,11,3680,11665.6,3.17,1810,11475.4,6.34,956,5181.52,5.42,1908,13604.04,7.13,8354,41926.56,Q4,Sunday,5.018740723,Product4,Medium,Growth Year
3425,2019-11-04,2019,Nov,11,5459,17305.03,3.17,3566,22608.44,6.34,1918,10395.56,5.42,1128,8042.64,7.13,12071,58351.67,Q4,Monday,4.834037776,Product2,Medium,Growth Year
3426,2019-11-05,2019,Nov,11,4228,13402.76,3.17,1192,7557.28,6.34,721,3907.82,5.42,1339,9547.07,7.13,7480,34414.93,Q4,Tuesday,4.600926471,Product1,Low,Growth Year
3427,2019-11-06,2019,Nov,11,4999,15846.83,3.17,2043,12952.62,6.34,2293,12428.06,5.42,1023,7293.99,7.13,10358,48521.5,Q4,Wednesday,4.684446804,Product1,Medium,Growth Year
3428,2019-11-07,2019,Nov,11,3611,11446.87,3.17,3943,24998.62,6.34,5419,29370.98,5.42,1808,12891.04,7.13,14781,78707.51,Q4,Thursday,5.324911034,Product3,High,Growth Year
3429,2019-11-08,2019,Nov,11,1918,6080.06,3.17,3539,22437.26,6.34,1269,6877.98,5.42,319,2274.47,7.13,7045,37669.77,Q4,Friday,5.347022001,Product2,Low,Growth Year
3430,2019-11-09,2019,Nov,11,4386,13903.62,3.17,2125,13472.5,6.34,721,3907.82,5.42,1583,11286.79,7.13,8815,42570.73,Q4,Saturday,4.829351106,Product1,Medium,Growth Year
3431,2019-11-10,2019,Nov,11,7790,24694.3,3.17,460,2916.4,6.34,850,4607,5.42,1338,9539.94,7.13,10438,41757.64,Q4,Sunday,4.000540333,Product1,Medium,Growth Year
3432,2019-11-11,2019,Nov,11,427,1353.59,3.17,2807,17796.38,6.34,4269,23137.98,5.42,1887,13454.31,7.13,9390,55742.26,Q4,Monday,5.936342918,Product3,Medium,Growth Year
3433,2019-11-12,2019,Nov,11,4515,14312.55,3.17,3173,20116.82,6.34,3931,21306.02,5.42,1486,10595.18,7.13,13105,66330.57,Q4,Tuesday,5.061470431,Product3,Medium,Growth Year
3434,2019-11-13,2019,Nov,11,5929,18794.93,3.17,3445,21841.3,6.34,275,1490.5,5.42,1837,13097.81,7.13,11486,55224.54,Q4,Wednesday,4.807987115,Product2,Medium,Growth Year
3435,2019-11-14,2019,Nov,11,5420,17181.4,3.17,2971,18836.14,6.34,4077,22097.34,5.42,1160,8270.8,7.13,13628,66385.68,Q4,Thursday,4.871270913,Product3,Medium,Growth Year
3436,2019-11-15,2019,Nov,11,4808,15241.36,3.17,2003,12699.02,6.34,5447,29522.74,5.42,1919,13682.47,7.13,14177,71145.59,Q4,Friday,5.018381181,Product3,High,Growth Year
3437,2019-11-16,2019,Nov,11,4408,13973.36,3.17,2280,14455.2,6.34,601,3257.42,5.42,258,1839.54,7.13,7547,33525.52,Q4,Saturday,4.44223135,Product2,Low,Growth Year
3438,2019-11-17,2019,Nov,11,2170,6878.9,3.17,3645,23109.3,6.34,1871,10140.82,5.42,1544,11008.72,7.13,9230,51137.74,Q4,Sunday,5.540383532,Product2,Medium,Growth Year
3439,2019-11-18,2019,Nov,11,7059,22377.03,3.17,3917,24833.78,6.34,1865,10108.3,5.42,1911,13625.43,7.13,14752,70944.54,Q4,Monday,4.809147234,Product2,High,Growth Year
3440,2019-11-19,2019,Nov,11,1071,3395.07,3.17,975,6181.5,6.34,4891,26509.22,5.42,1348,9611.24,7.13,8285,45697.03,Q4,Tuesday,5.515634279,Product3,Medium,Growth Year
3441,2019-11-20,2019,Nov,11,6707,21261.19,3.17,706,4476.04,6.34,3463,18769.46,5.42,823,5867.99,7.13,11699,50374.68,Q4,Wednesday,4.30589623,Product1,Medium,Growth Year
3442,2019-11-21,2019,Nov,11,3379,10711.43,3.17,3278,20782.52,6.34,2758,14948.36,5.42,1730,12334.9,7.13,11145,58777.21,Q4,Thursday,5.273863616,Product2,Medium,Growth Year
3443,2019-11-22,2019,Nov,11,4018,12737.06,3.17,3694,23419.96,6.34,928,5029.76,5.42,1987,14167.31,7.13,10627,55354.09,Q4,Friday,5.208816223,Product2,Medium,Growth Year
3444,2019-11-23,2019,Nov,11,1785,5658.45,3.17,853,5408.02,6.34,5776,31305.92,5.42,689,4912.57,7.13,9103,47284.96,Q4,Saturday,5.194436999,Product3,Medium,Growth Year
3445,2019-11-24,2019,Nov,11,7114,22551.38,3.17,1300,8242,6.34,5349,28991.58,5.42,1763,12570.19,7.13,15526,72355.15,Q4,Sunday,4.660256988,Product3,High,Growth Year
3446,2019-11-25,2019,Nov,11,2191,6945.47,3.17,1308,8292.72,6.34,296,1604.32,5.42,1084,7728.92,7.13,4879,24571.43,Q4,Monday,5.036161099,Product2,Low,Growth Year
3447,2019-11-26,2019,Nov,11,3234,10251.78,3.17,2858,18119.72,6.34,3829,20753.18,5.42,1399,9974.87,7.13,11320,59099.55,Q4,Tuesday,5.220808304,Product3,Medium,Growth Year
3448,2019-11-27,2019,Nov,11,3747,11877.99,3.17,3809,24149.06,6.34,3543,19203.06,5.42,866,6174.58,7.13,11965,61404.69,Q4,Wednesday,5.132025909,Product2,Medium,Growth Year
3449,2019-11-28,2019,Nov,11,1083,3433.11,3.17,1358,8609.72,6.34,2496,13528.32,5.42,1976,14088.88,7.13,6913,39660.03,Q4,Thursday,5.737021554,Product4,Low,Growth Year
3450,2019-11-29,2019,Nov,11,6734,21346.78,3.17,2740,17371.6,6.34,4734,25658.28,5.42,402,2866.26,7.13,14610,67242.92,Q4,Friday,4.602527036,Product3,Medium,Growth Year
3451,2019-11-30,2019,Nov,11,2581,8181.77,3.17,1973,12508.82,6.34,4569,24763.98,5.42,762,5433.06,7.13,9885,50887.63,Q4,Saturday,5.147964593,Product3,Medium,Growth Year
3452,2019-12-01,2019,Dec,12,5301,16804.17,3.17,2006,12718.04,6.34,2964,16064.88,5.42,909,6481.17,7.13,11180,52068.26,Q4,Sunday,4.657268336,Product1,Medium,Growth Year
3453,2019-12-02,2019,Dec,12,2243,7110.31,3.17,2171,13764.14,6.34,1062,5756.04,5.42,549,3914.37,7.13,6025,30544.86,Q4,Monday,5.069686307,Product2,Low,Growth Year
3454,2019-12-03,2019,Dec,12,3294,10441.98,3.17,252,1597.68,6.34,5139,27853.38,5.42,498,3550.74,7.13,9183,43443.78,Q4,Tuesday,4.730891865,Product3,Medium,Growth Year
3455,2019-12-04,2019,Dec,12,3440,10904.8,3.17,1689,10708.26,6.34,5387,29197.54,5.42,1840,13119.2,7.13,12356,63929.8,Q4,Wednesday,5.173988346,Product3,Medium,Growth Year
3456,2019-12-05,2019,Dec,12,6473,20519.41,3.17,3932,24928.88,6.34,4552,24671.84,5.42,711,5069.43,7.13,15668,75189.56,Q4,Thursday,4.798925198,Product2,High,Growth Year
3457,2019-12-06,2019,Dec,12,2084,6606.28,3.17,2593,16439.62,6.34,4904,26579.68,5.42,635,4527.55,7.13,10216,54153.13,Q4,Friday,5.300815388,Product3,Medium,Growth Year
3458,2019-12-07,2019,Dec,12,3537,11212.29,3.17,3956,25081.04,6.34,1734,9398.28,5.42,1507,10744.91,7.13,10734,56436.52,Q4,Saturday,5.257734302,Product2,Medium,Growth Year
3459,2019-12-08,2019,Dec,12,5910,18734.7,3.17,1224,7760.16,6.34,5705,30921.1,5.42,1473,10502.49,7.13,14312,67918.45,Q4,Sunday,4.74555967,Product3,Medium,Growth Year
3460,2019-12-09,2019,Dec,12,7202,22830.34,3.17,2162,13707.08,6.34,2483,13457.86,5.42,825,5882.25,7.13,12672,55877.53,Q4,Monday,4.409527304,Product1,Medium,Growth Year
3461,2019-12-10,2019,Dec,12,6606,20941.02,3.17,2073,13142.82,6.34,768,4162.56,5.42,357,2545.41,7.13,9804,40791.81,Q4,Tuesday,4.160731334,Product1,Medium,Growth Year
3462,2019-12-11,2019,Dec,12,1907,6045.19,3.17,1854,11754.36,6.34,5297,28709.74,5.42,1300,9269,7.13,10358,55778.29,Q4,Wednesday,5.38504441,Product3,Medium,Growth Year
3463,2019-12-12,2019,Dec,12,3805,12061.85,3.17,2837,17986.58,6.34,2725,14769.5,5.42,1202,8570.26,7.13,10569,53388.19,Q4,Thursday,5.051394645,Product2,Medium,Growth Year
3464,2019-12-13,2019,Dec,12,5068,16065.56,3.17,543,3442.62,6.34,995,5392.9,5.42,1467,10459.71,7.13,8073,35360.79,Q4,Friday,4.380130063,Product1,Low,Growth Year
3465,2019-12-14,2019,Dec,12,7709,24437.53,3.17,1270,8051.8,6.34,3467,18791.14,5.42,1942,13846.46,7.13,14388,65126.93,Q4,Saturday,4.526475535,Product1,Medium,Growth Year
3466,2019-12-15,2019,Dec,12,3220,10207.4,3.17,3652,23153.68,6.34,4613,25002.46,5.42,1206,8598.78,7.13,12691,66962.32,Q4,Sunday,5.276362777,Product3,Medium,Growth Year
3467,2019-12-16,2019,Dec,12,7075,22427.75,3.17,1340,8495.6,6.34,3841,20818.22,5.42,1435,10231.55,7.13,13691,61973.12,Q4,Monday,4.526559053,Product1,Medium,Growth Year
3468,2019-12-17,2019,Dec,12,1620,5135.4,3.17,2963,18785.42,6.34,3120,16910.4,5.42,1452,10352.76,7.13,9155,51183.98,Q4,Tuesday,5.590822501,Product2,Medium,Growth Year
3469,2019-12-18,2019,Dec,12,1134,3594.78,3.17,934,5921.56,6.34,1262,6840.04,5.42,754,5376.02,7.13,4084,21732.4,Q4,Wednesday,5.321351616,Product3,Low,Growth Year
3470,2019-12-19,2019,Dec,12,6986,22145.62,3.17,412,2612.08,6.34,5179,28070.18,5.42,871,6210.23,7.13,13448,59038.11,Q4,Thursday,4.390103361,Product3,Medium,Growth Year
3471,2019-12-20,2019,Dec,12,7652,24256.84,3.17,1485,9414.9,6.34,2661,14422.62,5.42,899,6409.87,7.13,12697,54504.23,Q4,Friday,4.292685674,Product1,Medium,Growth Year
3472,2019-12-21,2019,Dec,12,5308,16826.36,3.17,3408,21606.72,6.34,2721,14747.82,5.42,1262,8998.06,7.13,12699,62178.96,Q4,Saturday,4.896366643,Product2,Medium,Growth Year
3473,2019-12-22,2019,Dec,12,2579,8175.43,3.17,874,5541.16,6.34,1721,9327.82,5.42,1430,10195.9,7.13,6604,33240.31,Q4,Sunday,5.033360085,Product4,Low,Growth Year
3474,2019-12-23,2019,Dec,12,643,2038.31,3.17,3448,21860.32,6.34,5912,32043.04,5.42,1991,14195.83,7.13,11994,70137.5,Q4,Monday,5.847715524,Product3,High,Growth Year
3475,2019-12-24,2019,Dec,12,6087,19295.79,3.17,3459,21930.06,6.34,681,3691.02,5.42,1568,11179.84,7.13,11795,56096.71,Q4,Tuesday,4.755973718,Product2,Medium,Growth Year
3476,2019-12-25,2019,Dec,12,4155,13171.35,3.17,972,6162.48,6.34,2188,11858.96,5.42,308,2196.04,7.13,7623,33388.83,Q4,Wednesday,4.380011806,Product1,Low,Growth Year
3477,2019-12-26,2019,Dec,12,3504,11107.68,3.17,1416,8977.44,6.34,316,1712.72,5.42,404,2880.52,7.13,5640,24678.36,Q4,Thursday,4.375595745,Product1,Low,Growth Year
3478,2019-12-27,2019,Dec,12,5463,17317.71,3.17,2579,16350.86,6.34,1087,5891.54,5.42,1728,12320.64,7.13,10857,51880.75,Q4,Friday,4.778553007,Product1,Medium,Growth Year
3479,2019-12-28,2019,Dec,12,1524,4831.08,3.17,2475,15691.5,6.34,815,4417.3,5.42,882,6288.66,7.13,5696,31228.54,Q4,Saturday,5.482538624,Product2,Low,Growth Year
3480,2019-12-29,2019,Dec,12,1833,5810.61,3.17,502,3182.68,6.34,4087,22151.54,5.42,1249,8905.37,7.13,7671,40050.2,Q4,Sunday,5.220988137,Product3,Medium,Growth Year
3481,2019-12-30,2019,Dec,12,2749,8714.33,3.17,3718,23572.12,6.34,5518,29907.56,5.42,854,6089.02,7.13,12839,68283.03,Q4,Monday,5.318407197,Product3,Medium,Growth Year
3482,2020-01-01,2020,Jan,1,2498,7918.66,3.17,1079,6840.86,6.34,2247,12178.74,5.42,1529,10901.77,7.13,7353,37840.03,Q1,Wednesday,5.14620291,Product3,Low,Growth Year
3483,2020-01-02,2020,Jan,1,2434,7715.78,3.17,3491,22132.94,6.34,5493,29772.06,5.42,1418,10110.34,7.13,12836,69731.12,Q1,Thursday,5.432464942,Product3,Medium,Growth Year
3484,2020-01-03,2020,Jan,1,5435,17228.95,3.17,2164,13719.76,6.34,3695,20026.9,5.42,1589,11329.57,7.13,12883,62305.18,Q1,Friday,4.836232244,Product3,Medium,Growth Year
3485,2020-01-04,2020,Jan,1,4814,15260.38,3.17,3877,24580.18,6.34,3505,18997.1,5.42,837,5967.81,7.13,13033,64805.47,Q1,Saturday,4.972413872,Product2,Medium,Growth Year
3486,2020-01-05,2020,Jan,1,7001,22193.17,3.17,1635,10365.9,6.34,2654,14384.68,5.42,404,2880.52,7.13,11694,49824.27,Q1,Sunday,4.260669574,Product1,Medium,Growth Year
3487,2020-01-06,2020,Jan,1,1770,5610.9,3.17,1713,10860.42,6.34,1131,6130.02,5.42,1013,7222.69,7.13,5627,29824.03,Q1,Monday,5.300165275,Product2,Low,Growth Year
3488,2020-01-07,2020,Jan,1,2703,8568.51,3.17,2244,14226.96,6.34,5962,32314.04,5.42,306,2181.78,7.13,11215,57291.29,Q1,Tuesday,5.108452073,Product3,Medium,Growth Year
3489,2020-01-08,2020,Jan,1,7443,23594.31,3.17,1892,11995.28,6.34,5944,32216.48,5.42,1668,11892.84,7.13,16947,79698.91,Q1,Wednesday,4.70283295,Product3,High,Growth Year
3490,2020-01-09,2020,Jan,1,7778,24656.26,3.17,2210,14011.4,6.34,1810,9810.2,5.42,1321,9418.73,7.13,13119,57896.59,Q1,Thursday,4.413186218,Product1,Medium,Growth Year
3491,2020-01-10,2020,Jan,1,3383,10724.11,3.17,3487,22107.58,6.34,4651,25208.42,5.42,377,2688.01,7.13,11898,60728.12,Q1,Friday,5.104061187,Product3,Medium,Growth Year
3492,2020-01-11,2020,Jan,1,2107,6679.19,3.17,2175,13789.5,6.34,5681,30791.02,5.42,526,3750.38,7.13,10489,55010.09,Q1,Saturday,5.244550481,Product3,Medium,Growth Year
3493,2020-01-12,2020,Jan,1,2895,9177.15,3.17,1836,11640.24,6.34,5545,30053.9,5.42,1736,12377.68,7.13,12012,63248.97,Q1,Sunday,5.265482018,Product3,Medium,Growth Year
3494,2020-01-13,2020,Jan,1,452,1432.84,3.17,712,4514.08,6.34,3102,16812.84,5.42,1568,11179.84,7.13,5834,33939.6,Q1,Monday,5.81755228,Product3,Low,Growth Year
3495,2020-01-14,2020,Jan,1,3093,9804.81,3.17,3147,19951.98,6.34,3389,18368.38,5.42,1937,13810.81,7.13,11566,61935.98,Q1,Tuesday,5.355004323,Product2,Medium,Growth Year
3496,2020-01-15,2020,Jan,1,6286,19926.62,3.17,3640,23077.6,6.34,3703,20070.26,5.42,1148,8185.24,7.13,14777,71259.72,Q1,Wednesday,4.822340123,Product2,High,Growth Year
3497,2020-01-16,2020,Jan,1,1061,3363.37,3.17,3803,24111.02,6.34,4851,26292.42,5.42,1657,11814.41,7.13,11372,65581.22,Q1,Thursday,5.766902919,Product3,Medium,Growth Year
3498,2020-01-17,2020,Jan,1,6606,20941.02,3.17,3959,25100.06,6.34,5693,30856.06,5.42,1732,12349.16,7.13,17990,89246.3,Q1,Friday,4.960883824,Product3,High,Growth Year
3499,2020-01-18,2020,Jan,1,3888,12324.96,3.17,1576,9991.84,6.34,893,4840.06,5.42,949,6766.37,7.13,7306,33923.23,Q1,Saturday,4.643201478,Product1,Low,Growth Year
3500,2020-01-19,2020,Jan,1,704,2231.68,3.17,2525,16008.5,6.34,675,3658.5,5.42,1524,10866.12,7.13,5428,32764.8,Q1,Sunday,6.036256448,Product2,Low,Growth Year
3501,2020-01-20,2020,Jan,1,4506,14284.02,3.17,2345,14867.3,6.34,1354,7338.68,5.42,1671,11914.23,7.13,9876,48404.23,Q1,Monday,4.901197853,Product2,Medium,Growth Year
3502,2020-01-21,2020,Jan,1,455,1442.35,3.17,742,4704.28,6.34,5525,29945.5,5.42,1078,7686.14,7.13,7800,43778.27,Q1,Tuesday,5.612598718,Product3,Medium,Growth Year
3503,2020-01-22,2020,Jan,1,6780,21492.6,3.17,2331,14778.54,6.34,2966,16075.72,5.42,709,5055.17,7.13,12786,57402.03,Q1,Wednesday,4.489443923,Product1,Medium,Growth Year
3504,2020-01-23,2020,Jan,1,1953,6191.01,3.17,1543,9782.62,6.34,2207,11961.94,5.42,557,3971.41,7.13,6260,31906.98,Q1,Thursday,5.096961661,Product3,Low,Growth Year
3505,2020-01-24,2020,Jan,1,1913,6064.21,3.17,1001,6346.34,6.34,589,3192.38,5.42,1115,7949.95,7.13,4618,23552.88,Q1,Friday,5.100233867,Product4,Low,Growth Year
3506,2020-01-25,2020,Jan,1,6606,20941.02,3.17,3458,21923.72,6.34,4380,23739.6,5.42,1967,14024.71,7.13,16411,80629.05,Q1,Saturday,4.913110109,Product3,High,Growth Year
3507,2020-01-26,2020,Jan,1,1093,3464.81,3.17,1118,7088.12,6.34,5493,29772.06,5.42,1783,12712.79,7.13,9487,53037.78,Q1,Sunday,5.59057447,Product3,Medium,Growth Year
3508,2020-01-27,2020,Jan,1,1577,4999.09,3.17,508,3220.72,6.34,342,1853.64,5.42,1614,11507.82,7.13,4041,21581.27,Q1,Monday,5.34057659,Product4,Low,Growth Year
3509,2020-01-28,2020,Jan,1,1239,3927.63,3.17,1393,8831.62,6.34,5235,28373.7,5.42,914,6516.82,7.13,8781,47649.77,Q1,Tuesday,5.426462817,Product3,Medium,Growth Year
3510,2020-01-29,2020,Jan,1,1121,3553.57,3.17,2911,18455.74,6.34,4972,26948.24,5.42,1878,13390.14,7.13,10882,62347.69,Q1,Wednesday,5.729433009,Product3,Medium,Growth Year
3511,2020-01-30,2020,Jan,1,2832,8977.44,3.17,674,4273.16,6.34,889,4818.38,5.42,942,6716.46,7.13,5337,24785.44,Q1,Thursday,4.644077197,Product1,Low,Growth Year
3512,2020-01-31,2020,Jan,1,5632,17853.44,3.17,3152,19983.68,6.34,1933,10476.86,5.42,1873,13354.49,7.13,12590,61668.47,Q1,Friday,4.898210485,Product2,Medium,Growth Year
3513,2020-02-01,2020,Feb,2,2619,8302.23,3.17,382,2421.88,6.34,5921,32091.82,5.42,1634,11650.42,7.13,10556,54466.35,Q1,Saturday,5.159752747,Product3,Medium,Growth Year
3514,2020-02-02,2020,Feb,2,6938,21993.46,3.17,1372,8698.48,6.34,4973,26953.66,5.42,1472,10495.36,7.13,14755,68140.96,Q1,Sunday,4.618160624,Product3,Medium,Growth Year
3515,2020-02-03,2020,Feb,2,494,1565.98,3.17,3290,20858.6,6.34,1361,7376.62,5.42,478,3408.14,7.13,5623,33209.34,Q1,Monday,5.905982572,Product2,Low,Growth Year
3516,2020-02-04,2020,Feb,2,4816,15266.72,3.17,979,6206.86,6.34,4012,21745.04,5.42,965,6880.45,7.13,10772,50099.07,Q1,Tuesday,4.650860564,Product3,Medium,Growth Year
3517,2020-02-05,2020,Feb,2,3047,9658.99,3.17,3854,24434.36,6.34,635,3441.7,5.42,1858,13247.54,7.13,9394,50782.59,Q1,Wednesday,5.405853736,Product2,Medium,Growth Year
3518,2020-02-06,2020,Feb,2,3879,12296.43,3.17,2828,17929.52,6.34,3154,17094.68,5.42,1004,7158.52,7.13,10865,54479.15,Q1,Thursday,5.014187759,Product2,Medium,Growth Year
3519,2020-02-07,2020,Feb,2,1895,6007.15,3.17,331,2098.54,6.34,5348,28986.16,5.42,1283,9147.79,7.13,8857,46239.64,Q1,Friday,5.220688721,Product3,Medium,Growth Year
3520,2020-02-08,2020,Feb,2,6725,21318.25,3.17,3720,23584.8,6.34,5329,28883.18,5.42,1780,12691.4,7.13,17554,86477.63,Q1,Saturday,4.926377464,Product3,High,Growth Year
3521,2020-02-09,2020,Feb,2,5009,15878.53,3.17,2752,17447.68,6.34,3296,17864.32,5.42,980,6987.4,7.13,12037,58177.93,Q1,Sunday,4.833258287,Product3,Medium,Growth Year
3522,2020-02-10,2020,Feb,2,1723,5461.91,3.17,3258,20655.72,6.34,1305,7073.1,5.42,480,3422.4,7.13,6766,36613.13,Q1,Monday,5.411340526,Product2,Low,Growth Year
3523,2020-02-11,2020,Feb,2,1172,3715.24,3.17,1773,11240.82,6.34,1394,7555.48,5.42,1411,10060.43,7.13,5750,32571.97,Q1,Tuesday,5.664690435,Product2,Low,Growth Year
3524,2020-02-12,2020,Feb,2,756,2396.52,3.17,434,2751.56,6.34,3832,20769.44,5.42,485,3458.05,7.13,5507,29375.57,Q1,Wednesday,5.334223715,Product3,Low,Growth Year
3525,2020-02-13,2020,Feb,2,7929,25134.93,3.17,2606,16522.04,6.34,4751,25750.42,5.42,604,4306.52,7.13,15890,71713.91,Q1,Thursday,4.513147262,Product3,High,Growth Year
3526,2020-02-14,2020,Feb,2,619,1962.23,3.17,1237,7842.58,6.34,259,1403.78,5.42,1688,12035.44,7.13,3803,23244.03,Q1,Friday,6.112024717,Product4,Low,Growth Year
3527,2020-02-15,2020,Feb,2,6967,22085.39,3.17,886,5617.24,6.34,5574,30211.08,5.42,1924,13718.12,7.13,15351,71631.83,Q1,Saturday,4.666264738,Product3,High,Growth Year
3528,2020-02-16,2020,Feb,2,3504,11107.68,3.17,1709,10835.06,6.34,4491,24341.22,5.42,1251,8919.63,7.13,10955,55203.59,Q1,Sunday,5.039122775,Product3,Medium,Growth Year
3529,2020-02-17,2020,Feb,2,5156,16344.52,3.17,2546,16141.64,6.34,1817,9848.14,5.42,1564,11151.32,7.13,11083,53485.62,Q1,Monday,4.825915366,Product1,Medium,Growth Year
3530,2020-02-18,2020,Feb,2,4117,13050.89,3.17,2417,15323.78,6.34,5422,29387.24,5.42,1286,9169.18,7.13,13242,66931.09,Q1,Tuesday,5.054454765,Product3,Medium,Growth Year
3531,2020-02-19,2020,Feb,2,5746,18214.82,3.17,2558,16217.72,6.34,3745,20297.9,5.42,396,2823.48,7.13,12445,57553.92,Q1,Wednesday,4.624662113,Product3,Medium,Growth Year
3532,2020-02-20,2020,Feb,2,1270,4025.9,3.17,889,5636.26,6.34,885,4796.7,5.42,274,1953.62,7.13,3318,16412.48,Q1,Thursday,4.94649789,Product2,Low,Growth Year
3533,2020-02-21,2020,Feb,2,5674,17986.58,3.17,3189,20218.26,6.34,3908,21181.36,5.42,790,5632.7,7.13,13561,65018.9,Q1,Friday,4.794550549,Product3,Medium,Growth Year
3534,2020-02-22,2020,Feb,2,401,1271.17,3.17,390,2472.6,6.34,2803,15192.26,5.42,1736,12377.68,7.13,5330,31313.71,Q1,Saturday,5.874992495,Product3,Low,Growth Year
